cleaned_tweet,sentiment
hai kak pastikan pengisian excel sudah sesuai dengan format di kolom keterangan ya kak jika jenis id pembeli adalah npwp digit tin maka nomor dokumen pembeli diisi dengan untuk format skema xml terbaru silakan dapat diunduh di tks jari,neutral
hai kak untuk melakukan retur faktur pajak masukan tahun pajak melalui coretax pastikan faktur pajak masukan tersebut sudah muncul pada menu pajak masukan dan berstatus credited atau uncredited pada akun coretaxnya ya kak apabila faktur pajak masukan masih berstatus,neutral
halo selamat siang saya mau tanya kenapa di coretax pada layanan mandiri pembuatan kode billing kode kap kjs untuk pembayaran sewa bangunan tidak tersedia ya bukannya masih tapi kenapa di coretax kode tersebut tidak ada,neutral
coretax ki oposiihh meh dftar npwp rajelas bgt cok,positive
selamat siang kak mau tanya coretax knpa eror ya mau download faktur pajak keluaran yg ke download malah fp punya perusahaan lain kak kenapa ya sering begitu,negative
hai kak apabila muncul error seperti itu artinya konsep faktur pajak pelunasannya sudah pernah ada yang dibuat silakan cek kembali di daftar faktur pajak keluaran atau bisa coba menggunakan filter tertentu atau sebelum membuka coretax bisa coba beberapa langkah berikut,neutral
hai kak terkait notifikasi permohonan harus diajukan oleh kuasa wajib pajak atau wakil wajib pajak untuk jenis wajib pajak badan instansi pemerintah atau pemungut ppn luar negeri melalui ecommerce silakan kakak pastikan telah login coretax menggunakan akun pic kemudian,neutral
apakah saldo deposit akun op direktur bisa di gunakan untuk membayar tagihan pada coretax badan,neutral
nanti pajak nya ada sangkut paut ke npwp suami ga soalnya nomor npwpnya beda maksudnya biar buat billingnya itu hanya pake akun coretax istri npwp istri dan nik istri saja,negative
hai kak saat ini untuk aktivasi akun wajib pajak harus menginputkan detail kontak sesuai data yang terdaftar di sistem perpajakan apabila lupa detail kontak yang terdaftar silakan melakukan perubahan data coretax dengan mengajukan permohonan secara tertulis ke kpp kp kp,neutral
min kalo mau liat nama ar di coretax bisa engga ya kaya di djp,neutral
hai kak mohon maaf atas kendala yang dialami apakah terdapat notifikasi error yang muncul pengisian identitas pada saat pendaftaran npwp orang pribadi melalui coretax harus sesuai dengan data yang terdaftar di dukcapil apabila gagal dalam validasi pihak ketiga misalnya,neutral
hai kak apakah gambar tersebut adalah hasil download daftar fp di coretax sepanjang data fp di penjual dan pembeli sudah sesuai dengan pasal per pj maka sudah memenuhi ketentuan fp silakan juga untuk mencoba langkah langkah berikut clear cookies dan cache pada,neutral
ini coretax lagi ga bisa ya,negative
coretax nih tetep aja bapuk,negative
min kalau mau buat suket validasi ssp pengalihan tanah dan atau bangunan namun pengalihan tsb atas warisan di coretax pilih menu yang manaa min,neutral
untuk permohonan melalui coretax silakan bisa lihat di video berikut tks ifah,neutral
hai kak untuk permohonan pbk yang diajukan mulai tahun dilakukan melalui coretax boleh diinformasikan pbk yang kakak ingin ajukan dikarenakan apa ya kak saat ini pemindahbukuan diatur di pmk nomor tahun sepanjang termasuk dalam pasal ayat maka dapat,neutral
yang nik ganti aja ke npwp tapi tetep pakek no ktp bisa tapi ada beberapa yang gak bisa juga di manual pun gak bisa emang anjing coretax,negative
bingung kenapa kita harus ke kpp dimana npwp kita terdaftar buat resolve issue padahal masih di dalem indo aneh gasi kalo lu lg malang tp web coretax gajelas terus ke kpp di malang tp disuru ke kpp jakarta gua ga ngerti fungsinya lu mengkategorikan per kpp si,negative
coretax eror lagi gk si dri kemaren mau registrasi gk bisa pdhl tinggal tahap akhir malah muter,negative
mulai mabok lg ni coretax,negative
hai kak npwp dapat diterbitkan berdasarkan permohonan atau secara jabatan oleh djp jika sudah memenuhi kewajiban subjektif dan objektif ya apabila muncul tanda silang merah pada kolom email dan nomor handphone ketika melakukan aktivasi akun wajib pajak pada laman coretax,neutral
hai kak untuk nomor surat permohonan dalam rangka pengisian formulir restitusi pajak di coretax silakan diisi dengan nomor surat berdasarkan penomoran internal wajib pajak ya kak,neutral
pengajuan e sktd atau surat keterangan tidak di pungut ppn tahun memakai coretax atau bisa pakai djp min,neutral
min kami ada transaksi penjualan pekerjaan dengan intansi pemerintah kwitansinya hanya itu gimana ya min apakah tetap dibuatkan faktur pajak dengan kode atau dibuatkan faktur pajak dengan kode kalau di coretax mohon bantuannya min,neutral
hai kak apabila muncul tanda silang merah pada kolom email ketika melakukan aktivasi akun wajib pajak pada laman coretax maka data yang diinput tersebut tidak sesuai dengan data yang terdaftar pada sistem coretax silakan pastikan alamat email yang dimasukkan sesuai dengan,neutral
hai kak mohon maaf atas ketidaknyamanannya saat ini tampilan data bukti potong pada satu halaman dibuat maksimal data oleh karena itu sistem coretax hanya dapat menarik data daftar bukti potong untuk diekspor maksimal faktur per halaman ya kak mohon kesediaannya,neutral
ya allah aneh bgt kmrn mual mual ama coretax skrng pgn balik kerja lg ngerjain coretax tp ak bayangin sp dk ama pemeriksaan pajak jg udh pgn muntah si t t tp alih profesi setelah tahun kerja tu kek mulai dr lg,negative
yang kesulitan buat bukti potong di coretax maupun pelaporannya atau mau tanya tanya boleh banget hubungi kita di wa dm,neutral
coretax nie emg kerjaan bikin emosi orang kah,negative
sadar diri aja deh coretax aja amburadul kok,negative
ngoding itu gampang yang susah itu programming mau bukti coretax,negative
kmrn aku coretax bjir mana nyedot pulsa fakkk djp ga becus smsnya lama dan nyedot x ih,negative
demi apapun aku musuhan sama coretax,negative
alhamdulillah setelah resign langsung dapat tawaran buat bantu proyek setelah mumet nguprek web efaktur ke coretax amdal ukl upl delh dll skrg harus mulai belajar lagi dengan istilah gravity wall shortcrete geomembran geotekstil dan beberapa istilah yang apaan tuhh,positive
nyoba belajar coretax dari tampilan yang gitu sampe di jam segini ngga bisa ngapa ngapain nilai ppn yang ngga bisa berubah sampe belajar rumus dpp nilai lain indahnya belajar pajak kali ini,positive
halo rek ada yang tau solusi coretax kaya gini,neutral
oh iya dek lu kasih tau tuh pemerintah tuk benerin coretax supaya gue nggak telat bayar pajak sdh negara buat aplikasi pajak aja masih begoo nggak ketulungan,negative
yeeeeyyyy bikin npwp lagi sat set langsung jadi dari pada pusing bikin sendirii siniii aku bantu buatin bisa banget buat npwp dengan kendala apapun akan aku usahakan sampai berhasiiil jasa npwp online coretax zonauang zonajajan,positive
halo untuk skt apakah bisa didownload via coretax thx,neutral
jasa lapor coretax tengah malam spt tahunan pribadi spt tahunan badan spt pph spt pph pembuatan bukti potong pembuatan ebilling spt masa ppn zonauang pajak,neutral
skrg ini emg lagi pada sibuk semua ya keknya yg sekolah sibuk ujian yg kakak kuliah sibuk skripsian coretax dan segala macemnya wkwk,negative
jadi inget coretax,positive
suruh beresin coretax dulu baru kabur jir,negative
yaallah mager bgt kalo udh hrs nyentuh coretax,negative
nomor nik saat mendaftar coretax tertuliskan nomor nik sudah diduplikasi itu kenapa ya,neutral
najis bgt coretax,negative
iya ini aku mau bikin di coretax nya loading terys,neutral
ngga kuat banget gw coretax jam segini emang lagi banyak yg akses yah mau libur panjang,negative
hi mohon responsnya untuk permohonan restitusi pajak di awal kita minta kelebihan pajak tsb masuk ke rek bank tapi setelah dicek di coretax kenapa malah masuk ke deposit ya kak bisa tolong diperjelas alurnya gimana thank u,neutral
halo min mau nanya mau cek kswp kenapa di status coretax laporan badan belum update ya sudah satu bulan dan dari pihak kpp meminta untuk follow up ke kantor pusat sudah telp kring pajak diminta ke kpp terkait tolong dibantu min,neutral
kawanpajak kini perubahan data alamat bisa dilakukan lebih mudah melalui coretax djp dengan fitur ini nona ambon dan kawanpajak tidak perlu datang ke kantor pajak untuk memperbarui data simak panduan selengkapnya pada video berikut,neutral
eh siapa sih yang bikin coretax ribet banget gini,negative
hai kawanpajak kelas pajak coretax untuk instansi pemerintah kembali hadir pada hari tanggal selasa kamis juni waktu wib tempat aula kpp pratama magelang segera daftar melalui kuota terbatas ya,neutral
saya belum pernah merasa membuat npwp sebelumnya tetapi mengapa pada saat registrasi melalui coretax ada notifikasi nomor identitas nasional telah diduplikasi mohon bantuannya min,neutral
ortu sdh pensiun blm ber npwp ada asset rumah deposito penghasilan dr sewa deposito barusan buat npwp di coretax mo lapor spt dr th mundur th submit spt bisa di coretax ato hrs di djp online minta akses djp online dan efin via coretax bisa,neutral
coretax apa kabar pak,neutral
hari hari bertarung sama coretax,positive
hai kak mohon maaf atas ketidaknyamanan yang dialami mohon pastikan kakak telah menggunakan skema impor terbaru ya silakan kakak dapat coba unduh ulang skema impor faktur pajak keluaran pada laman berikut tks auzi,neutral
kenali lampiran yang wajib dilengkapi wp op saat melaporkan spt tahunan pph mereka melalui coretax mib spttahunan wpop coretax lampirsanspt infopajak,neutral
coretax gue kenapa sii tiap buka bppu selalu ke log out gitu,neutral
hai kak mohon maaf atas ketidaknyamannya apakah saat ini masih terkendala kak jika iya terkait dengan error timeout waiting for response kemungkinan karena respon wajib pajak atau server coretax melebihi batas waktu terlalu lama silakan dapat mencoba kembali ya kak,neutral
hai kak kolom id pembeli nik hanya digunakan bagi nik yang belum terdaftar pada sistem coretax saat ini npwp digit bagi orang pribadi adalah nik silakan dicoba membuat kembali faktur pajak dengan memilih id pembeli npwp bukan nik silakan isikan kolom npwp dengan nik,neutral
duhhhhhhhh gagal upload mulu ni coretax yg nik,negative
hai kak billing atas sewa tanah dan atau bangunan merupakan billing yang penerbitannya menjadi satu kesatuan dalam pelaporan spt masa unifikasi untuk pembuatan kode billing pph final atas sewa tanah dan atau bangunan kap kjs di coretax silakan dibuat terlebih,neutral
hai kak secara umum pada menu wakil kuasa saya menggunakan impersonate badan pilihan revoke hanya berlaku bagi konsultan pajak ya kak apabila menggunakan akun coretax pribadi pemegang saham maka terdapat pilihan revoke pada menu wajib pajak yang diwakili apabila sudah,neutral
hai kak apakah penginputannya menggunakan impor xml jika ya silakan pastikan menggunakan format terbaru kakak dapat mengunduh template file converter nya di laman berikut silakan unduh file converter xml di kolom bupot pph pasal dengan,neutral
hai kak apakah kakak ingin mengaktifkan npwp kembali jika iya permohonan pengaktifan kembali wajib pajak nonaktif dapat dilakukan secara elektronik melalui akun coretax wajib pajak pada laman permohonan dapat diajukan melalui menu portal saya,neutral
hai kak apakah spt masa ppn dimaksud untuk masa pajak mulai januari apabila iya silakan melaporkan spt masa ppn tersebut melalui coretax ya kak namun apabila untuk masa sebelum januari dapat dilaporkan melalui web efaktur tks ahar,neutral
kawanpajak waspada penipuan yang mengatasnamakan djp modus penipuan seperti phising sniffing dan social engineering kembali marak termasuk yang dikaitkan dengan implementasi coretax djp,neutral
hai kak sebelumnya bisa diinformasikan permohonan skb apa yang dimaksud secara umum untuk permohonan skb melalui coretax dilakukan pada menu layanan wajib pajak layanan administrasi buat permohonan layanan administrasi jika yang dimaksud terkait dengan skb pph silakan,neutral
hai kak mohon maaf atas ketidaknyamanannya mohon kesediannya untuk coba melakukan langkah berikut sebelum mengakses coretax pastikan koneksi internet stabil clear cache cookies pada browser yang digunakan pastikan memilih time range all time atau everything,neutral
hai kak apakah double id billing ini maksudnya sudah dilakukan penyetoran jika iya pemindahbukuan pada coretax yang dapat diajukan oleh wp diatur dalam pasal ayat pmk silakan dipastikan kembali apakah pembayaran yang dimaksud dapat diajukan pemindahbukuan,neutral
coretax gue sampe ke logout grgr fokus gue ilang 'd,negative
halo kak efaktur coretax sedang error kah kmrn saya ada upload fp sudah saya download pdfnya tp hari ini balik ke draft ini harus saya upload ulang ato gmn makasiih,neutral
hai kak iya betul silakan tetap dibuat bukti potong pph di coretax ya kak caranya dengan login menu ebupot kemudian pilih yg bpnr bupot non resident dan silakan sesuaikan dengan jenis penghasilan yg sesuai tks wnti,neutral
hai kak mohon maaf atas ketidaknyamanannya apakah sudah berhasil aktivasi akun coretax dan juga log in ke akun coretax tersebut jika belum mohon kesediaannya melakukan beberapa hal berikut sebelum mengakses laman coretax untuk melakukan aktivasi akun coretax tersebut ya,neutral
hai kak mohon maaf atas ketidaknyamanannya agar kami bisa bantu lebih tepat boleh diinformasikan kendala pada menu apa yang digunakan dan mengalami error sebelum akses coretax silakan coba langkah berikut gunakan browser atau coba dgn perangkat lain clear cache,neutral
hai kak mohon maaf atas ketidaknyamanannya apakah sudah dipastikan file dan cara impor xml sudah sesuai dengan dengan tautan berikut mohon pastikan file dan cara impor sudah sesuai dengan petunjuk yang ada pada link tersebut jika ingin impor ulang,neutral
hai kak apabila saat aktivasi akun wajib pajak kolom email serta nomor telepon ada tanda silang artinya data yang diinput tidak sesuai dengan data yang terdaftar di djp terkait dengan hal tersebut silakan ajukan permohonan perubahan data coretax melalui kpp ketentuan,neutral
hai kak mohon maaf atas kendala yang dialami sedang dalam proses peningkatan kualitas layanan oleh tim terkait mohon kesediaannya untuk mencoba create pdf fp secara berkala ya kak apabila fp masukan yang diterima oleh pembeli dalam aplikasi coretax pembeli berbeda dengan,neutral
min kalo input ebupot pph niknya udah bener tapi nama di coretax tidak lengkap seperti di ktp itu gimana ya di ebupot coretax hanya nama depan sdgkan di ktp nama lengkap,neutral
hai kak untuk perubahan alamat bisa dilakukan melalui coretax ataupun permohonan secara tertulis ke kpp ya kak tata cara perubahan data alamat melalui coretax dapat dilihat di untuk permohonan tertulis ke kpp silakan disiapkan formulirnya dan lampiri,neutral
hai kak silakan kakak login ke coretax pilih menu portal saya pilih dokumen klik hasilkan dokumen silakan cari sppkp untuk diunduh apabila tidak dapat ditemukan dapat menghubungi kpp ya kak tks iano,neutral
kok di coretax tgl jatuh tempo nya tgl ya untuk yang pph,negative
hai kak jika muncul keterangan nik di duplikasi artinya nik tersebut sudah terdaftar sebagai npwp sehingga kakak tidak perlu untuk memilih menu pendaftaran npwp lagi untuk mengakses akun coretax kakak dapat langsung melakukan aktivasi akun wajib pajak saja ya kak,neutral
hai kak jika muncul keterangan nik di duplikasi artinya nik tersebut sudah terdaftar sebagai npwp sehingga kakak tidak perlu untuk memilih menu pendaftaran npwp lagi untuk mengakses akun coretax kakak dapat langsung melakukan aktivasi akun wajib pajak saja ya kak namun,neutral
hai kak apabila kakak lupa alamat email dan no hp yang terdaftar sehingga kesulitan saat aktivasi akun wajib pajak di coretax maka silakan ajukan permohonan perubahan data tersebut melalui kpp kp kp terdekat ya kak ketentuan perubahan data dapat dilihat di,neutral
semangat pejuang coretax,positive
hai kak mohon maaf atas ketidaknyamanannya terkait kriteria pelaporan spt tahunan pph saat kakak mengajukan kswp di coretax kriterianya adalah telah menyampaikan spt tahunan pph untuk tahun pajak terakhir yg sudah menjadi kewajiban wajib pajak sesuai ketentuan peraturan,neutral
ni coretax kenapa ya dr hari yg lalu gagal terus upload file xml,negative
hai kak untuk permohonan yang diajukan atas pengembalian pajak yang seharusnya tidak terutang melalui coretax secara ketentuan akan dilakukan penelitian oleh pihak kpp terkait kebenaran pembayaran pajak keputusan akan diterbitkan paling lama bulan sejak permohonan berupa,neutral
hai kak apakah yg kakak maksud terkait pengisian data rekening di menu perubahan data identitas wajib pajak pada coretax jika iya silakan kakak upload dokumen pendukung berupa dokumen yg menunjukan perubahan data rekening yg kakak ajukan ya kak tks ltom,neutral
hai kak dapat diinformasikan bukti potong yang dimaksud apakah bukti potong tahunan atau bulanan untuk bukti potong bulanan tidak dapat diunduh baik dari akun coretax pihak pemotong maupun pihak yang dipotong hanya akan ada notifikasi pemotongan pada pihak yang dipotong,neutral
saya ada kendala di coretax ini saya sudah lapor spt tapi masih di konsep spt belum pindah ke spt dilaporkan padalhal bpe sudah masuk di email tolong solusinya terima kasih,neutral
adapun apabila kakak mengalami kendala pendaftaran npwp secara online melalui coretax kakak dapat mengajukan permohonan npwp melalui kpp kp kp terdekat ya kak tks duan,neutral
hai kak silakan melakukan pendaftaran npwp melalui coretax di laman lalu klik daftar disini panduan terkait pendaftaran npwp melalui coretax selengkapnya dapat kakak akses melalui laman,neutral
maaf min ini kenapa ya saya daftar npwp untuk badan notifikasi nya seperti ini padahal ini sudah otomatis dari sistem coretax nya sudah saya ganti browser sudah clear chace internet stabil masih belum bisa mohon solusinya min terima kasih,neutral
bisa bikin online kak di coretax,neutral
hai kak jika memiliki bukti pembayaran silakan melakukan validasi atas ssp ya kak validasi ssp atas pph final pengalihan hak atas tanah dan atau bangunan melalui coretax dapat diakses sesuai langkah berikut ya kak login ke laman pilih menu,neutral
daftar npwp sekarang lebih ribet pakai coretax tapi sistemnya maintenance dulu,negative
min perusahaan ada pakai jasa konsultan luar negeri sudah ada dgt cor sama cod infonya harus tetap submit bukti potong ya boleh diinformasikan caranya untuk submit bukti potong untuk jasa ini di coretax,neutral
semua uang kita yang udah kita kerahkan buat bayar pajak tapi aplikasi yang dibuat kayak telo semacam coretax ini tuh konsepnya gimana sih kak,negative
boleh kali kak dishare informasi penting terkait coretax dalam webinar tersebut makasiii,neutral
halo min bagaimana cara membuat spt ppn pembetulan di coretax,neutral
hai min kalau kita mau impor kan biasanya nyantumin npwp nah sekarangkan coretax udah pakai nik yaa buat keperluan kirim barang ke indonesia ini tetep bisa cantumin npwp atau udah ganti pakai nik,neutral
hai kak kami informasikan kembali bahwa faktur pajak dengan uang muka yang dibuat di tahun tidak dapat dikoneksikan dengan faktur pajak untuk uang muka atau pelunasan di tahun yang dibuat di coretax oleh karena itu jika terdapat faktur pajak uang muka yang dibuat,neutral
aku tu tiap buka coretax harus di browser sekaligus chrome edge firefox karena errornya ganti an,neutral
hey min aku udah dm minta dibuatin kode billing biasanya diprint kertas gitu bulan bulan sebelum ini eh sekarang cuma dikirimin bener bener literally kode billing aja lah mana kita tahu itu billing buat npwp saya tolong dibantu saya masuk coretax ngga bisa,negative
min untuk ppn dipersamakan dalam coretax ini gimana ya ko ada yg otomatis muncul sesuai transaksi di daftar pajak keluaran lain ada pula yg ga muncul dalam daftar padahal transaksi ada yg terjadi di masa tsb,neutral
kawanpajak waspada penipuan yang mengatasnamakan djp modus penipuan seperti phising sniffing dan social engineering kembali marak termasuk yang dikaitkan dengan implementasi coretax djp,neutral
kawanpajak kini perubahan data alamat bisa dilakukan lebih mudah melalui coretax djp dengan fitur ini nona ambon dan kawanpajak tidak perlu datang ke kantor pajak untuk memperbarui data simak panduan selengkapnya pada video berikut,neutral
ada yang pernah retur ppn masukan di coretax ga,neutral
bisa kak di situs coretax tapi kalo ngga mau ribet bisa pake jasaku pembuatan npwp pribadi menit langsung jadi data aman dan amanah testimoni bisa di cek di profilku bayar setelah jadi japri,neutral
kawanpajak kini perubahan data alamat bisa dilakukan lebih mudah melalui coretax djp dengan fitur ini nona ambon dan kawanpajak tidak perlu datang ke kantor pajak untuk memperbarui data simak panduan selengkapnya pada video berikut,neutral
najis coretax jelek negara asal gaada pilihan indonesia anjg,negative
kawanpajak waspada penipuan yang mengatasnamakan djp modus penipuan seperti phising sniffing dan social engineering kembali marak termasuk yang dikaitkan dengan implementasi coretax djp,neutral
males menghadapi coretax hari ini,negative
ini mksudnya coretax ikutan mudik,positive
coretax ni ade masalah apesiii,negative
ini coretax error kenapa ya tidak bisa klik konfirmasi tanda tangan,negative
harus s punya brevet a b min years experience expert excel paham software accounting paham vat coretax pas di apply balasnya budget kita di jt jt aja pak apa gak gila wkwkw ngadi bgt deh nyari kerja di indo tuh nyari spek dewa tp gamau keluar biaya anjrit,negative
hari ini berhasil terbitin faktur pajak pake coretax seribet itu tapi ya uda ngga sesulit itu,neutral
di malam takbiran menjelang perayaan hari raya idul adha dzulhijjah hijriah banyak warganet yang mengeluhkan bahwa sistem coretax djp kembali mengalami masalah yaitu connection time out adakah diantara rekan rekan yang mengalami juga,neutral
untuk individu dgn dividen dari perusahaan tbk di bursa ihsg itu bgmn cara bayar pajak dividen apkh melalui djponline coretax dan batas waktu kpn beserta pajak dividen itu kena brp persen kk terima kasih,neutral
butuh skb pph ajukan via coretax login pic impersonate wp badan layanan wp layanan administrasi buat permohonan as skb pph as dokumen laporan keuangan dilampirkan tapi konfirmasi detail formatnya ke kpp ya pajak skbpph,neutral
ajukan pengurangan pph pasal di coretax kpp punya waktu bulan untuk beri keputusan jika lewat dari itu tanpa balasan permohonan anda dianggap diterima cek kep pj pasal pajak pph penguranganpajak,neutral
coretax kenapa lagi ni woi it standby kan yg mau long weekend bukan kalian doang woi gue masih kerja karena coretax error ya ini kenapaaaaaa gue juga mau long weekend,negative
aaaa ini coretax apaan si,negative
lama lama gw nginep kantor ini sih wkwkwkwk tolong banget lah ya coretax,negative
coba aktivasi coretax dlu aja ka klo email no hp yg didaftar npwp msh sama,neutral
pledis menyelamatkan joshua dari coretax,neutral
peraturan dirjen pajak no per pj menambah jenis informasi terkait dengan harta yang harus dilaporkan oleh wajib pajak orang pribadi dalam spt tahunan contoh format harta yang dilampirkan dalam spt tahunan tersebut diatur dalam per pj,neutral
coretax penyakitny stadium berapa si kaga sembuh prasaan makin hari,negative
takut aku ih maka kami jua lagi mengajukan coretax ini,negative
kak mau tanya untuk pemindahbukuan kredit pajak pph final karena salah input masa pajak ke tahun dan pajak sudah dibayarkan bagaimana yaa karena ketika saya coba di coretax ketika klik kredit pajak yang mau dikreditkan tidak ada terima kasih,neutral
gw sudah menyerah upload fp hari ini wkwkw dasar program babikkk coretax babikkk,negative
ni aplikasi apa sih anjir dah bulan masih eror jg,negative
min ini aturannya untuk pembuatan faktur pajak di coretax atau e faktur desktop atau memang berlaku di kedua sistem karena dari sistem coretax kan gabisa edit item di fp pelunasan,neutral
ya allah seharian nginput coretax pas udah selesai palaku langsung tuing tuing,negative
kawanpajak masih penasaran gimana cara pelaporan di coretax sesuai per pj edukasipajak pajakbontang,neutral
cutiku sudah selesai mari kita bergelut dengan coretax pph ppn yukkkk lancar yukkkk,positive
hai kak pada dasarnya sepanjang data dari insw lnsw sudah terjadi sinkronisasi dengan sistem efaktur coretax dan pengisian sudah benar seharusnya tidak ada kendala ya kak berikut kami sampaikan informasi terkait penginputan fp untuk dapat membuat faktur pajak ke,neutral
min mau upload coretax pas isi di kolom nik keterangannya nomor identitas nasional diduplikasi ini kendalanya apaan ya min kok bisa gitu,negative
hai kak sepanjang kakak masih memenuhi kriteria untuk dikenakan pph final sesuai pp tahun apabila suket sudah daluwarsa silakan ajukan suket di laman coretax di menu layanan wajib pajak layanan administrasi buat permohonan layanan administrasi pilih layanan,neutral
hai kak mohon maaf atas ketidaknyamanannya saat ini terdapat pembaruan sistem coretax silakan untuk mencoba beberapa solusi berikut clear cache and cookies browser menggunakan incognito window google chrome atau private browser mozilla firefox gunakan,neutral
hai kak saat ini terkait kewajiban pemungutan penyetoran dan pelaporan sudah dilakukan sepenuhnya melalui akun dan identitas pemungut ya kak dan informasi terkait hal tersebut tidak ada pada akun coretax dari rekanan ya kak tks ming,neutral
hai kak kolom kode barang jasa diisi dengan kode barang dalam hal penyerahan bkp atau kode jasa dalam hal penyerahan jkp sesuai dengan yang tersedia pada coretax apabila tidak ada yang mendekati untuk kode barang dapat dipilih tks ling,neutral
sumpah heran bener kenapa data useless yang masuk coretax masih bisa diinput lo pada koar untuk semua online lo pada koar untuk satu data tapi pada kenyataannya tetep aja data useless yang udah dihapus masih bisa diinput aplikasi sampah apa ini,negative
hai kak apabila anak tersebut sudah didaftarkan dalam family tax unit kepala keluarga dan sudah mendaftar akun coretax maka nik anak digit dapat digunakan untuk administrasi perpajakan anak ya kak jadi tidak perlu menggunakan nik kepala keluarga tks sali,neutral
hai kak sesuai ketentuan paling lama tiga hari kerja sejak permohonan diterima oleh kantor pelayanan pajak kak jika belum mendapatkan suket silakan pastikan melalui coretax ya kak silakan masuk ke menu layanan wajib pajak layanan administrasi buat permohonan,neutral
hai kak mohon maaf atas ketidaknyamanannya jika saat ini masih mengalami kendala dengan kode error object tersebut silakan melakukan hal hal berikut sebelum mengakses laman coretax hapus clear cache cookies pada browser yg digunakan silakan gunakan fitur,neutral
hai kak jika sebelumnya kakak sudah memiliki npwp maka tidak perlu mendaftar ulang npwp di coretax kakak bisa langsung memilih menu aktivasi akun wajib pajak di laman coretax namun ketika aktivasi memerlukan validasi email jika kakak lupa email terdaftar maka bisa,neutral
untuk pembuatan billing atas tagihan ketetapan pajak tidak lagi melalui djp online tetapi melalui coretax melalui laman coretax menu pembayaran pembuatan kode billing atas tagihan pajak pilih stp tagihan pajak yang akan dibayarkan klik buat kode billing jika belum,neutral
hai kak jika sebelumnya kakak sudah memiliki npwp dan sudah memiliki akun djp online maka untuk login coretax pertama kali silakan lakukan reset password terlebih dulu dengan menekan tombol lupa kata sandi pada laman setelah melakukan prosedur,neutral
hai kak untuk perubahan nama npwp orang pribadi bisa diakses melalui akun coretax ya kak tks ausy,neutral
hai kak untuk dapat membuat retur faktur pajak masukan silakan pastikan di coretax status faktur pajak masukannya sudah credited uncredited ya kak tks anti,neutral
spt tahunan di era coretax koreksi fiskal dicantumkan per akun laporan keuangan koreksi fiskal positif maupun negatif langsung dicatat pada pos laba rugi dalam lampiran rekonsiliasi laporan keuangan,neutral
edukasi coretax halo kawanpajak kpp pratama bengkulu dua telah mengadakan edukasi coretax pada selasa,neutral
aku hampir tiap hari catokan kecuali hari ini soalnya milih kepang ajabebe gimana itu coretax,negative
kami ada create faktur dengan kode untuk wapu di coretax pada kolom dilaporkan oleh pemungut yes berarti customer sudah setor dan lapor ya tapi kenapa di kolom dilaporkan oleh penjualnya no padahal sudah kami lapor spt ppn masa tersebut,neutral
knp imporan fk coretax yg customer nik error message detailnya di line no beda pdhl pake file xml yg sama cape bangeeeeet pdhl dimanualin tu nik valid ko tp lewat imporan error nik tidak ditemukan aaaaarghh,negative
masyaallah dah coretax lagi,positive
hai kak untuk pengajuan pengukuhan pengusaha kena pajak pkp kini dapat dilakukan melalui coretax tanpa perlu mengunggah formulir permohonan formulir pkp terbaru saat ini belum tersedia secara terpisah terkait formulir pbk terbaru bisa dilihat pada lampiran huruf g pmk,neutral
hai kak mohon maaf atas ketidaknyamanannya apakah saat ini masih terkendala jika iya silakan melakukan langkah berikut sebelum mengakses laman coretax bersihkan cache cookies di browser yang digunakan gunakan mode new incognito atau new private window,neutral
hai kak selama nomor faktur penjual dan pembeli yang muncul di sistem coretax sama pembeli tetap dapat mengkreditkan faktur pajak masukannya untuk hasil pdf yang terunduh tidak sesuai saat ini sedang dalam proses peningkatan kualitas layanan oleh tim terkait mohon,neutral
hai kak terkait tata cara permohonan pengembalian kelebihan pajak yang seharusnya tidak terutang pada coretax silakan merujuk pada tutorial berikut jika kakak sudah pernah buat permohonan sesuai tutorial tsb namun belum sampai ke tahap submit silakan,neutral
emng bapuk bgt coretax ya allah,positive
hai kak untuk skt dapat diperoleh melalui laman coretax pada menu portal saya dokumen saya kemudian klik hasilkan dokumen bagian atas kanan dengan icon gerigi silakan cek pada dokumen dan klik unduh di bagian kartu npwp tks dana,neutral
hai kak dalam hal bukti pemindahbukuan belum ada pada menu portal saya dokumen saya di coretax silakan konfirmasi ke kpp informasi kontak dan alamat kpp dapat dilihat di laman berikut tks ndar,neutral
hai kak apabila pembayaran kakak termasuk pada pasal ayat pmk tahun maka pembayaran tersebut dapat diajukan permohonan pengembalian kelebihan pembayaran pajak yang seharusnya tidak terutang pemohonan tersebut diajukan melalui coretax pada menu pembayaran,neutral
hai kak untuk melakukan retur faktur pajak masukan tahun pajak melalui coretax pastikan faktur pajak masukan tersebut sudah muncul pada menu pajak masukan dan berstatus credited atau uncredited pada akun coretaxnya ya kak apabila faktur pajak masukan masih,neutral
hai kak mohon maaf atas ketidaknyamanannya atas kendala berupa data kompensasi lb ppn dari tahun pajak yang belum diperhitungkan dan belum kunjung muncul di dasbor kompensasi coretax kakak dapat melaporkan kendala tersebut untuk dibuatkan tiket permasalahan sistem,neutral
kawanpajak menemui kendala data nik lawan transaksi atau karyawan tidak ditemukan pada coretax djp ini terjadi karena nik lawan transaksi atau karyawan yang akan dipotong pajaknya belum terdaftar di coretax djp bagaimana solusinya yuks simak penjelasannya,neutral
